abbo,700
abo,750
abortion,400
abuse,350
addict,400
addicts,400
adult,200
africa,200
african,200
alla,500
alligatorbait,600
amateur,200
american,200
anal,900
analannie,900
analsex,900
anus,700
arab,400
arabs,400
areola,700
argie,700
aroused,700
arse,800
arsehole,800
asian,300
ass,8
assassin,3
assassinate,4
assassination,4
assault,4
assbagger,9
assblaster,9
assclown,9
asscowboy,9
asses,8
assfuck,9
assfucker,9
asshat,9
asshole,9
assholes,9
asshore,9
assjockey,9
asskiss,8
asskisser,8
assklown,8
asslick,9
asslicker,9
asslover,9
assman,9
assmonkey,9
assmunch,9
assmuncher,9
asspacker,9
asspirate,9
asspuppies,9
assranger,9
asswhore,9
asswipe,9
athletesfoot,5
attack,2
australian,2
babe,3
babies,1
backdoor,4
backdoorman,4
backseat,2
badfuck,9
balllicker,9
balls,5
ballsack,9
banging,9
baptist,3
barelylegal,5
barf,7
barface,7
barfface,8
bastard,9
beaner,9
beast,2
beastality,4
beastial,4
beastiality,4
beatoff,8
beat-off,8
beatyourmeat,8
beaver,8
bi,7
biatch,8
bicurious,8
bigass,8
bigbastard,8
bigbutt,8
bisexual,8
bi-sexual,8
bitch,8
bitcher,8
bitches,8
bitchez,8
bitchin,8
bitching,8
bitchslap,8
bitchy,8
biteme,8
black,8
blackman,8
blacks,8
blind,4
blow,9
blowjob,9
boang,9
bollick,8
bollock,8
bondage,9
boner,9
bong,9
boob,9
boobies,9
boobs,9
booby,9
booty,9
bootycall,9
bra,7
brea5t,8
breast,8
breastjob,9
breastlover,9
breastman,9
brothel,9
bugger,8
buggered,8
buggery,8
bullcrap,8
bulldike,8
bulldyke,8
bullshit,8
bumblefuck,9
bumfuck,9
butchbabes,9
butchdike,9
butchdyke,9
butt,8
buttbang,9
butt-bang,9
buttface,9
buttfuck,9
butt-fuck,9
buttfucker,9
butt-fucker,9
buttfuckers,9
butt-fuckers,9
butthead,8
buttman,8
buttmunch,9
buttmuncher,9
buttpirate,9
buttplug,9
buttstain,9
canadian,3
cancer,2
carpetmuncher,4
chav,7
cherrypopper,9
chickslick,9
chinaman,8
chinamen,9
chinese,4
chink,8
chinky,8
cigarette,7
cigs,7
clamdigger,9
clamdiver,9
clit,9
clitoris,9
clogwog,8
cocaine,8
cock,9
cockblock,9
cockblocker,9
cockcowboy,9
cockfight,9
cockhead,9
cockknob,9
cocklicker,9
cocklover,9
cocknob,9
cockqueen,9
cockrider,9
cocksman,9
cocksmith,9
cocksmoker,9
cocksucer,9
cocksuck,9
cocksucked,9
cocksucker,9
cocksucking,9
cocktail,9
cocktease,9
cocky,4
cohee,9
coitus,9
colored,4
coloured,4
commie,9
communist,9
condom,7
conservative,5
cornhole,9
crack,8
crackpipe,8
crackwhore,8
crack-whore,8
crap,7
crapola,7
crapper,7
crappy,7
creamy,9
crotch,9
crotchjockey,9
crotchmonkey,9
crotchrot,9
cum,9
cumbubble,9
cumfest,9
cumjockey,9
cumm,9
cummer,9
cumming,9
cumquat,9
cumqueen,9
cumshot,9
cunilingus,9
cunillingus,9
cunn,9
cunnilingus,9
cunntt,9
cunt,9
cunteyed,9
cuntfuck,9
cuntfucker,9
cuntlick,9
cuntlicker,9
cuntlicking,9
cuntsucker,9
cybersex,8
cyberslimer,8
dammit,4
damn,4
damnation,4
damnit,4
darkie,8
darky,8
datnigga,9
deapthroat,9
defecate,8
demon,5
devil,4
devilworshipper,7
dick,9
dickbrain,9
dickforbrains,9
dickhead,9
dickless,9
dicklick,9
dicklicker,9
dickman,9
dickwad,9
dickweed,9
diddle,9
dike,9
dildo,9
dingleberry,9
dipshit,8
dipstick,8
dix,9
dixiedike,9
dixiedyke,9
doggiestyle,9
doggystyle,9
dong,9
doodoo,8
doo-doo,8
dragqueen,8
dragqween,8
dripdick,9
drug,8
drunk,7
drunken,7
dumb,5
dumbass,7
dumbbitch,7
dumbfuck,8
dyke,9
easyslut,9
eatballs,9
eatme,9
eatpussy,9
ejaculate,9
ejaculated,9
ejaculating,9
ejaculation,9
enemy,4
erect,9
erection,9
escort,8
excrement,7
execute,8
executed,8
execution,8
executioner,8
facefucker,9
faeces,8
fag,9
fagging,9
faggot,9
fagot,9
fannyfucker,9
fart,4
farted,4
farting,4
farty,4
fastfuck,9
fat,6
fatah,7
fatass,8
fatfuck,8
fatfucker,8
fatso,8
fckcum,9
filipino,4
fingerfuck,9
fingerfucked,9
fingerfucker,9
fingerfuckers,9
fingerfucking,9
fister,9
fistfuck,9
fistfucked,9
fistfucker,9
fistfucking,9
fisting,9
flasher,9
flatulence,9
fondle,8
footfuck,9
footfucker,9
footlicker,9
forni,9
fornicate,9
foursome,9
freakfuck,9
freakyfucker,9
freefuck,9
fubar,9
fuc,9
fucck,9
fuck,9
fucka,9
fuckable,9
fuckbag,9
fuckbuddy,9
fucked,9
fuckedup,9
fucker,9
fuckers,9
fuckface,9
fuckfest,9
fuckfreak,9
fuckfriend,9
fuckhead,9
fuckher,9
fuckin,9
fuckina,9
fucking,9
fuckingbitch,9
fuckinnuts,9
fuckinright,9
fuckit,9
fuckknob,9
fuckme,9
fuckmehard,9
fuckmonkey,9
fuckoff,9
fuckpig,9
fucks,9
fucktard,9
fuckwhore,9
fuckyou,9
fugly,9
fuk,9
fuks,9
funeral,3
funfuck,9
fuuck,9
gangbang,9
gangbanged,9
gangbanger,9
gangsta,6
gay,8
gaymuthafuckinwhore,9
gaysex,9
geez,4
geezer,6
geni,9
genital,9
german,2
getiton,8
gin,7
ginzo,7
givehead,9
godammit,5
goddamit,5
goddammit,5
goddamn,5
goddamned,5
goddamnes,5
goddamnit,5
goddamnmuthafucker,9
gonorrehea,5
gotohell,7
gross,8
gyp,8
gypo,8
gypp,8
gyppie,8
gyppo,8
gyppy,8
hamas,9
handjob,9
harem,9
headfuck,9
heroin,7
herpes,8
heterosexual,8
hiscock,9
hitler,8
hitlerism,8
hitlerist,8
hiv,5
ho,9
hobo,7
hoes,9
holestuffer,9
homo,9
homobangers,9
homosexual,9
honk,8
honkers,8
honkey,8
honky,8
hooker,9
hookers,9
hooters,5
hore,9
horney,9
horniest,9
horny,9
horseshit,8
hosejob,9
hostage,6
hotpussy,9
hottotrot,9
hussy,9
hustler,6
hymen,9
hymie,9
iblowu,9
idiot,4
incest,9
insest,9
intercourse,9
interracial,9
intheass,9
inthebuff,9
itch,4
jackass,7
jackoff,7
jackshit,8
jap,9
japcrap,9
jeez,5
jihad,9
jism,8
jiz,9
jizim,9
jizjuice,9
jizm,9
jizz,9
jizzim,9
jizzum,9
joint,8
kaffer,9
kaffir,9
kaffre,9
kafir,9
kigger,9
kike,8
kill,9
killed,9
killer,9
killing,9
kills,9
kink,9
kinky,9
kissass,7
kock,9
kondum,9
koon,9
krap,6
krappy,6
kraut,8
kum,9
kumbubble,9
kumbullbe,9
kummer,9
kumming,9
kumquat,9
kums,9
kunilingus,9
kunnilingus,9
kunt,9
kyke,9
lactate,9
laid,9
lapdance,9
lesbain,8
lesbayn,8
lesbian,8
lesbin,9
lesbo,9
lez,9
lezbe,9
lezbefriends,9
lezbo,9
lezz,9
lezzo,9
liberal,4
libido,5
licker,9
lickme,9
limey,8
limpdick,9
limy,8
lingerie,8
liquor,6
livesex,9
loadedgun,6
lolita,8
looser,4
loser,4
lotion,4
lovebone,9
lovegoo,9
lovegun,9
lovejuice,9
lovemuscle,9
lovepistol,9
loverocket,9
lowlife,5
lubejob,9
lynch,8
mad,5
mafia,6
manpaste,9
marijuana,8
mastabate,9
mastabater,9
masterbate,9
masterblaster,9
mastrabator,9
masturbate,9
masturbating,9
mattressprincess,9
meatbeatter,9
meth,8
milf,9
minority,3
mofo,9
molest,9
molestation,9
molester,9
molestor,9
moneyshot,9
mooncricket,9
mormon,4
moron,7
mosshead,7
mothafuck,9
mothafucka,9
mothafuckaz,9
mothafucked,9
mothafucker,9
mothafuckin,9
mothafucking,9
mothafuckings,9
motherfuck,9
motherfucked,9
motherfucker,9
motherfuckin,9
motherfucking,9
motherfuckings,9
motherlovebone,9
mufflikcer,9
mulatto,9
muncher,9
murder,8
murderer,9
muslim,3
naked,8
narcotic,7
nasty,6
nastybitch,9
nastyho,9
nastyslut,9
nastywhore,9
nazi,9
necro,9
negro,9
negroes,9
negroid,9
negro's,9
nig,9
niger,9
nigg,9
nigga,9
niggah,9
niggaracci,9
niggard,9
niggarded,9
niggarding,9
niggardliness,9
niggardliness's,9
niggardly,9
niggards,9
niggard's,9
niggaz,9
nigger,9
niggerhead,9
niggerhole,9
niggers,9
nigger's,9
niggle,9
niggled,9
niggles,9
niggor,9
niggur,9
niglet,9
nignog,9
nigr,9
nigra,9
nigre,9
nipple,9
nipplering,9
nofuckingway,8
nude,9
nudger,9
nuke,7
nutfucker,9
nymph,8
oral,9
orga,9
orgasim,9
orgasm,9
orgies,9
orgy,9
osama,9
pakistani,9
pansies,8
pansy,8
panti,7
panties,8
pee,8
peehole,9
pee-pee,6
penetration,9
penile,9
penis,9
penises,9
penthouse,2
period,5
perv,9
phonesex,9
phuk,9
phuked,9
phuking,9
phukked,9
phukking,9
phungky,9
phuq,9
picaninny,9
piccaninny,9
pickaninny,9
piker,4
pikey,4
piky,4
pimp,9
pimped,9
pimper,9
pimpjuic,9
pimpjuice,9
pimpsimp,9
pindick,9
piss,8
pissed,6
pisshead,9
pissin,8
pissing,8
pissoff,7
pistol,6
pixie,5
pixy,5
playboy,8
playgirl,8
pocha,9
pocho,9
pocketpool,9
poo,7
poon,6
poontang,9
poop,8
pooper,9
pooperscooper,9
pooping,9
poorwhitetrash,9
popimp,9
porn,9
pornflick,9
pornking,9
porno,9
pornography,9
pornprincess,9
pot,8
poverty,3
pric,7
prick,7
prickhead,7
propaganda,7
prostitute,9
pube,9
pubic,9
pubiclice,9
pudboy,9
pudd,9
puddboy,9
puke,8
puntang,9
puss,9
pussie,9
pussies,9
pussy,9
pussycat,9
pussyeater,9
pussyfucker,9
pussylicker,9
pussylips,9
pussylover,9
pussypounder,9
pusy,9
quashie,9
queef,9
queer,6
quickie,9
quim,9
rabbi,3
racial,8
racist,6
raghead,9
randy,9
rape,9
raped,9
raper,9
rapist,9
rearentry,9
rectum,9
redlight,8
redneck,9
reefer,7
reject,5
remains,4
rentafuck,9
republican,3
rere,3
retard,6
retarded,6
rimjob,9
rimming,9
roach,9
robber,7
roundeye,9
russki,9
russkie,9
sadis,9
sadom,9
samckdaddy,9
sandm,9
sandnigger,9
satan,6
schlong,9
screw,9
screwyou,9
scrotum,9
scum,8
semen,9
seppo,9
servant,9
sex,9
sexed,9
sexfarm,9
sexhound,9
sexhouse,9
sexing,9
sexkitten,9
sexpot,9
sexslave,9
sextogo,9
sextoy,9
sextoys,9
sexual,9
sexually,9
sexwhore,9
sexy,8
sexymoma,9
sexy-slim,9
shag,9
shaggin,9
shagging,9
shat,9
shawtypimp,9
shhit,9
shit,9
shitcan,9
shitdick,9
shite,9
shiteater,9
shited,9
shitface,9
shitfaced,9
shitfit,9
shitforbrains,9
shitfuck,9
shitfucker,9
shitfull,9
shithapens,8
shithappens,8
shithead,9
shithouse,9
shiting,9
shitlist,9
shitola,9
shitoutofluck,8
shits,9
shitstain,9
shitted,9
shitter,9
shitting,9
shitty,9
shortfuck,9
sick,5
sissy,9
sixsixsix,9
sixtynine,9
sixtyniner,9
skank,9
skankbitch,9
skankfuck,9
skankwhore,9
skanky,9
skankybitch,9
skankywhore,9
skinflute,9
skum,9
skumbag,9
slanteye,9
slapper,8
slaughter,9
slave,9
slavedriver,9
sleezebag,9
sleezeball,9
slideitin,9
slime,6
slimeball,9
slimebucket,9
slopehead,9
slopey,9
slopy,9
slut,9
sluts,9
slutt,9
slutting,9
slutty,9
slutwear,9
slutwhore,9
smack,9
smackthemonkey,9
smut,9
sniper,7
snot,8
sob,7
sodom,9
sodomise,9
sodomite,9
sodomize,9
sodomy,9
sonofabitch,9
sonofbitch,9
sooty,8
sos,4
spaghettibender,9
spaghettinigger,9
spank,9
spankthemonkey,9
sperm,9
spit,7
spitter,7
spooge,9
spreadeagle,9
spunk,3
spunky,3
stagg,5
strapon,9
stringer,9
stripclub,9
stupid,4
stupidfuck,9
stupidfucker,9
suck,9
suckdick,9
sucker,9
suckme,9
suckmyass,9
suckmydick,9
suckmytit,9
suckoff,9
suicide,8
swallower,9
sweetness,9
syphilis,8
teat,9
terror,8
terrorist,9
teste,9
testicle,9
testicles,9
thicklips,8
threesome,9
threeway,9
timbernigger,9
tit,9
titbitnipply,9
titfuck,9
titfucker,9
titfuckin,9
titjob,9
titlicker,9
titlover,9
tits,9
tittie,9
titties,9
titty,9
tnt,8
toilet,5
tongethruster,9
tonguethrust,9
tonguetramp,9
tortur,9
torture,9
tosser,9
towelhead,9
trailertrash,9
tramp,9
transexual,9
transsexual,9
transvestite,9
trisexual,9
trojan,6
tuckahoe,9
tunneloflove,9
turd,9
turnon,9
twat,9
twink,9
twinkie,9
twobitwhore,9
unfuckable,9
upskirt,9
uptheass,9
upthebutt,9
urinary,9
urinate,8
urine,8
uterus,8
vagina,9
vaginal,9
vibrater,9
vibrator,9
violence,7
virginbreaker,9
vomit,8
wank,9
wanker,9
wanking,9
weapon,9
weenie,9
whacker,9
whash,9
whigger,9
whiskey,6
whiskeydick,9
whiskydick,9
whit,9
whitenigger,9
whites,9
whitetrash,9
whitey,9
whiz,9
whop,9
whore,9
whorefucker,9
whorehouse,9
wigger,9
willie,9
williewanker,9
willy,9
wog,9
wtf,9
wuss,9
wuzzie,9
xtc,9
xxx,9
yankee,9
yellowman,9
zigabo,9
zipperhead,9
